model_name,time_s,command_vy,command_wz,terminated,torque_ankle_L_joint,torque_ankle_R_joint
Ours,7.08,-1.0,0.0,0.0,6.338936805725098,-6.810549259185791
Ours,7.1000000000000005,-1.0,0.0,0.0,6.858601093292236,-9.566591262817383
Ours,7.12,-1.0,0.0,0.0,4.823240280151367,-5.224783897399902
Ours,7.140000000000001,-1.0,0.0,0.0,6.219023704528809,-7.974362373352051
Ours,7.16,-1.0,0.0,0.0,5.2644782066345215,-1.737858772277832
Ours,7.18,-1.0,0.0,0.0,6.316179275512695,-7.273539066314697
Ours,7.2,-1.0,0.0,0.0,7.38208532333374,-7.266846656799316
Ours,7.22,-1.0,0.0,0.0,5.485035419464111,-5.14665412902832
Ours,7.24,-1.0,0.0,0.0,6.671375274658203,-5.770084381103516
Ours,7.26,-1.0,0.0,0.0,4.754576683044434,-3.108860731124878
Ours,7.28,-1.0,0.0,0.0,5.793289661407471,-4.429701805114746
Ours,7.3,-1.0,0.0,0.0,6.7943596839904785,-7.770999431610107
Ours,7.32,-1.0,0.0,0.0,4.296799182891846,-5.3419389724731445
Ours,7.34,-1.0,0.0,0.0,3.8761627674102783,-5.149227142333984
Ours,7.36,-1.0,0.0,0.0,4.273222923278809,-5.180507659912109
Ours,7.38,-1.0,0.0,0.0,3.564390182495117,-3.959716796875
Ours,7.4,-1.0,0.0,0.0,6.494112491607666,-8.642923355102539
Ours,7.42,-1.0,0.0,0.0,6.981704235076904,-6.4121012687683105
Ours,7.44,-1.0,0.0,0.0,4.371196746826172,-5.984066963195801
Ours,7.46,-1.0,0.0,0.0,6.604612827301025,-5.30214786529541
Ours,7.48,-1.0,0.0,0.0,7.73931360244751,-5.662961959838867
Ours,7.5,-1.0,0.0,0.0,6.303285598754883,-7.189597129821777
Ours,7.5200000000000005,-1.0,0.0,0.0,2.487236738204956,-7.304222583770752
Ours,7.54,-1.0,0.0,0.0,7.351771831512451,-1.965691089630127
Ours,7.5600000000000005,-1.0,0.0,0.0,5.623425483703613,-3.8118956089019775
Ours,7.58,-1.0,0.0,1.0,5.354628562927246,-5.921513557434082
