model_name,time_s,command_vy,command_wz,terminated,torque_ankle_L_joint,torque_ankle_R_joint
Ours,7.04,-1.0,0.0,0.0,6.996892929077148,-7.89876127243042
Ours,7.0600000000000005,-1.0,0.0,0.0,6.160706043243408,-1.9885005950927734
Ours,7.08,-1.0,0.0,0.0,5.396448612213135,-7.086253643035889
Ours,7.1000000000000005,-1.0,0.0,0.0,4.427188396453857,-8.185640335083008
Ours,7.12,-1.0,0.0,0.0,4.198788642883301,-2.988269329071045
Ours,7.140000000000001,-1.0,0.0,0.0,5.377109527587891,-3.020789623260498
Ours,7.16,-1.0,0.0,0.0,5.515737056732178,-7.672513961791992
Ours,7.18,-1.0,0.0,0.0,5.795560836791992,-5.344127655029297
Ours,7.2,-1.0,0.0,0.0,4.500991344451904,-1.250885009765625
Ours,7.22,-1.0,0.0,0.0,4.541186809539795,-4.163023471832275
Ours,7.24,-1.0,0.0,0.0,4.345943450927734,-4.868847370147705
Ours,7.26,-1.0,0.0,0.0,4.857455253601074,-5.31950569152832
Ours,7.28,-1.0,0.0,0.0,4.798379898071289,-4.968626022338867
Ours,7.3,-1.0,0.0,0.0,5.965086460113525,-8.737406730651855
Ours,7.32,-1.0,0.0,0.0,4.523621082305908,-6.494208812713623
Ours,7.34,-1.0,0.0,0.0,2.457357406616211,-2.5701050758361816
Ours,7.36,-1.0,0.0,0.0,3.9737548828125,-5.375874996185303
Ours,7.38,-1.0,0.0,0.0,4.9840288162231445,-7.476333141326904
Ours,7.4,-1.0,0.0,0.0,3.9603874683380127,-4.558272838592529
Ours,7.42,-1.0,0.0,0.0,3.8631300926208496,-8.070446014404297
Ours,7.44,-1.0,0.0,0.0,4.086123943328857,-3.555941104888916
Ours,7.46,-1.0,0.0,0.0,3.7077934741973877,-4.575596332550049
Ours,7.48,-1.0,0.0,0.0,6.022960662841797,-6.058765411376953
Ours,7.5,-1.0,0.0,0.0,4.675263404846191,-9.96575927734375
Ours,7.5200000000000005,-1.0,0.0,0.0,3.79976749420166,-7.331878185272217
Ours,7.54,-1.0,0.0,0.0,8.416858673095703,-7.5783467292785645
Ours,7.5600000000000005,-1.0,0.0,0.0,4.700872898101807,-4.645474433898926
Ours,7.58,-1.0,0.0,1.0,6.87476921081543,-7.5390801429748535
