command_vy,command_wz,mean_vy_actual,mean_wz_actual,rmse_vy,rmse_wz,steady_err_vy,steady_err_wz,peak_err_vy,peak_err_wz
-1.0,-1.0,-0.7520439028739929,-0.993367075920105,0.24973613023757935,0.6111752986907959,-0.2444753646850586,0.0012279057409614325,0.324842631816864,1.9153059720993042
-1.0,-0.5,-0.7155011892318726,-0.6413559317588806,0.2903614342212677,0.6254897117614746,-0.2674260437488556,0.13624471426010132,0.48964858055114746,1.9409959316253662
-1.0,0.0,-0.6639087200164795,-0.18493562936782837,0.33915504813194275,0.5586037635803223,-0.32202309370040894,0.17578835785388947,0.4431370496749878,2.084038496017456
-1.0,0.5,-0.4909087121486664,0.28347232937812805,0.5110787153244019,0.5263488292694092,-0.48845744132995605,0.26143670082092285,0.6166338920593262,1.7009726762771606
-1.0,1.0,-0.4477356970310211,0.4861385226249695,0.5539577007293701,0.6599134802818298,-0.5673457980155945,0.4821739196777344,0.6411831974983215,1.6580184698104858
-0.5,-1.0,-0.6511062979698181,-0.6632511019706726,0.16684964299201965,0.6136245727539062,0.0891246497631073,-0.2205653190612793,0.29067331552505493,1.8674284219741821
-0.5,-0.5,-0.4626433551311493,-0.5795630216598511,0.07133591920137405,0.39676782488822937,-0.012578782625496387,0.11589071154594421,0.23960444331169128,1.318025827407837
-0.5,0.0,-0.3549792468547821,0.07104909420013428,0.14705659449100494,0.27426856756210327,-0.14426571130752563,-0.08318663388490677,0.25371766090393066,0.891061007976532
-0.5,0.5,-0.314340204000473,0.39092695713043213,0.1869775801897049,0.30461356043815613,-0.18220306932926178,0.09471756219863892,0.2768644094467163,0.8666157722473145
-0.5,1.0,-0.30050456523895264,0.8277092576026917,0.20123986899852753,0.42534393072128296,-0.19120380282402039,0.2343544363975525,0.2613453269004822,1.226567268371582
0.0,-1.0,-0.019157644361257553,-0.641346275806427,0.027210135012865067,0.4185832738876343,0.02347705326974392,-0.3529561758041382,0.05554556846618652,0.9380857944488525
0.0,-0.5,-0.031192757189273834,-0.33818820118904114,0.04818655177950859,0.22136829793453217,0.03446989879012108,-0.12203267216682434,0.18232540786266327,0.6927139759063721
0.0,0.0,0.012429684400558472,0.02397659793496132,0.058675654232501984,0.10549021512269974,-0.064438596367836,-0.012757536955177784,0.23744022846221924,0.5696349740028381
0.0,0.5,-0.026096122339367867,0.3829391598701477,0.033183787018060684,0.1817842572927475,0.02521446719765663,0.12207858264446259,0.0854407250881195,0.4699237644672394
0.0,1.0,0.0715598315000534,0.8591740131378174,0.07745914906263351,0.2831301987171173,-0.08185450732707977,0.11767033487558365,0.16158990561962128,1.046427607536316
0.5,-1.0,0.2543278932571411,-0.940643846988678,0.24641798436641693,0.19184976816177368,0.23698988556861877,-0.0685962662100792,0.3375600278377533,0.634000301361084
0.5,-0.5,0.253473699092865,-0.5283494591712952,0.2473299652338028,0.15663646161556244,0.24368876218795776,0.005068222992122173,0.28325125575065613,0.6316573619842529
0.5,0.0,0.21708598732948303,-0.07619091868400574,0.28421345353126526,0.16518646478652954,0.2942071259021759,0.09331891685724258,0.3076251447200775,0.4489436745643616
0.5,0.5,0.24703168869018555,0.556307852268219,0.254565566778183,0.20328475534915924,0.26679113507270813,-0.07097899168729782,0.3666403293609619,0.8183170557022095
0.5,1.0,0.2556014955043793,1.0232527256011963,0.24622073769569397,0.23866339027881622,0.23458494246006012,-0.06118631362915039,0.326832115650177,0.8059266805648804
1.0,-1.0,0.30029404163360596,-0.7506388425827026,0.7001326084136963,0.3238196074962616,0.715724766254425,-0.26791808009147644,0.822710394859314,0.8152258396148682
1.0,-0.5,0.2746080160140991,-0.44890862703323364,0.7260056138038635,0.18484990298748016,0.7444984316825867,-0.026336906477808952,0.8373463153839111,0.592234194278717
1.0,0.0,0.2638760805130005,0.01642981730401516,0.736697793006897,0.17075008153915405,0.7039710879325867,-0.007710786070674658,0.7620343565940857,0.7130488753318787
1.0,0.5,0.2689312696456909,0.6233124136924744,0.7317265868186951,0.22209565341472626,0.7400832176208496,-0.15522783994674683,0.8483182191848755,0.7989575862884521
1.0,1.0,0.28478100895881653,1.011479139328003,0.7153231501579285,0.21389693021774292,0.7070272564888,-0.01977403834462166,0.7521371245384216,0.7846487760543823
