model_name,shift_set,trial_idx,command_vy,command_wz,survived,survival_steps,survival_time_s,termination_reason,rmse_vy,rmse_wz,mean_abs_pitch_deg,max_abs_pitch_deg,mean_abs_roll_deg,max_abs_roll_deg
nodr,mass_plus,1.0,-0.6,0.0,0.0,21.0,0.42,joint_vel_limit,0.18270111083984375,1.1403491497039795,3.794679880142212,5.5146284103393555,1.835125207901001,3.5633692741394043
nodr,mass_plus,2.0,-0.6,0.0,0.0,26.0,0.52,joint_vel_limit,0.1948351413011551,1.2001928091049194,3.277446746826172,5.71219539642334,2.5851376056671143,6.413778781890869
nodr,mass_plus,3.0,-0.6,0.0,0.0,30.0,0.6,joint_vel_limit,0.1698370724916458,0.6348747611045837,3.953568696975708,6.7411370277404785,2.3347103595733643,4.810618877410889
nodr,mass_plus,4.0,-0.6,0.0,0.0,25.0,0.5,joint_vel_limit,0.3047969341278076,2.0481412410736084,2.799576997756958,4.793018341064453,2.408705949783325,8.555561065673828
nodr,mass_plus,5.0,-0.6,0.0,0.0,18.0,0.36,joint_vel_limit,0.2009749412536621,0.796139121055603,3.4387102127075195,4.739752292633057,1.7461992502212524,4.804824352264404
nodr,mass_plus,6.0,-0.6,0.0,0.0,16.0,0.32,joint_vel_limit,0.18209165334701538,1.1760380268096924,3.110044479370117,4.623782157897949,1.3621420860290527,3.75126576423645
nodr,mass_plus,7.0,-0.6,0.0,0.0,25.0,0.5,base_height,0.2816821336746216,2.9220001697540283,3.574153423309326,7.610725402832031,2.7664618492126465,13.18086051940918
nodr,mass_plus,8.0,-0.6,0.0,0.0,21.0,0.42,joint_vel_limit,0.15754228830337524,0.7097629904747009,3.4133424758911133,5.731884956359863,2.0589511394500732,4.809097766876221
nodr,mass_plus,9.0,-0.6,0.0,0.0,11.0,0.22,joint_vel_limit,0.21433547139167786,0.8145624995231628,3.1538236141204834,4.430691719055176,1.956699252128601,3.7954306602478027
nodr,actuator_weak,0.0,-0.6,0.0,0.0,3.0,0.06,joint_vel_limit,0.41471585631370544,0.2501239478588104,3.030522584915161,3.718827962875366,5.79346227645874,6.476584434509277
nodr,actuator_weak,1.0,-0.6,0.0,0.0,4.0,0.08,joint_vel_limit,0.3385714292526245,2.781005382537842,2.377284288406372,3.3303747177124023,3.1612396240234375,5.5397210121154785
nodr,actuator_weak,2.0,-0.6,0.0,0.0,14.0,0.28,joint_vel_limit,0.2227291464805603,1.509565830230713,4.56975793838501,6.130670547485352,1.4959040880203247,5.940762042999268
nodr,actuator_weak,3.0,-0.6,0.0,0.0,24.0,0.48,joint_vel_limit,0.306837797164917,0.5103833079338074,4.121144771575928,6.079150199890137,2.9772794246673584,6.793272972106934
nodr,actuator_weak,4.0,-0.6,0.0,0.0,4.0,0.08,joint_vel_limit,0.3543381690979004,3.3823368549346924,2.797410488128662,3.957334280014038,4.541262626647949,6.888307571411133
nodr,actuator_weak,5.0,-0.6,0.0,0.0,34.0,0.68,joint_vel_limit,0.4087180197238922,1.6767792701721191,3.449183940887451,6.069386005401611,3.4028029441833496,8.731098175048828
nodr,actuator_weak,6.0,-0.6,0.0,0.0,18.0,0.36,joint_vel_limit,0.29662641882896423,1.3557250499725342,4.052358150482178,10.749174118041992,2.324939489364624,6.914879322052002
nodr,actuator_weak,7.0,-0.6,0.0,0.0,18.0,0.36,joint_vel_limit,0.32340100407600403,2.4695849418640137,5.291100978851318,19.84291648864746,5.321491241455078,13.314509391784668
nodr,actuator_weak,8.0,-0.6,0.0,0.0,5.0,0.1,joint_vel_limit,0.30182963609695435,1.382446050643921,2.6047005653381348,3.2424733638763428,1.4971034526824951,2.9664506912231445
nodr,actuator_weak,9.0,-0.6,0.0,0.0,17.0,0.34,joint_vel_limit,0.25284308195114136,2.1739959716796875,3.4170002937316895,5.6499924659729,2.0273373126983643,7.6358160972595215
