time_s,pitch_rad,pitch_deg,pitch_rate_rad_s,command_vy,command_wz,impulse_torque_pitch,torque_ankle_L_joint,torque_ankle_R_joint
0.0,-0.037364374846220016,-2.1408209800720215,0.01205974817276001,0.8,0.0,0.0,0.2166735678911209,-0.4976532757282257
0.02,-0.036961741745471954,-2.1177518367767334,-0.009972885251045227,0.8,0.0,0.0,0.024198196828365326,-0.3101450502872467
0.04,-0.03624146059155464,-2.0764827728271484,0.02808082103729248,0.8,0.0,0.0,0.03182122856378555,-0.1600283831357956
0.06,-0.03596702590584755,-2.0607588291168213,-0.009524121880531311,0.8,0.0,0.0,0.07410198450088501,-0.16846001148223877
0.08,-0.037091296166181564,-2.1251747608184814,-0.09327881038188934,0.8,0.0,0.0,-0.3247673213481903,0.1482013463973999
0.1,-0.03897671401500702,-2.233201265335083,-0.11156531423330307,0.8,0.0,0.0,-0.4105822443962097,0.21635675430297852
0.12,-0.03898585960268974,-2.2337253093719482,0.06266255676746368,0.8,0.0,0.0,-0.339430570602417,0.3425483703613281
0.14,-0.03737034648656845,-2.1411631107330322,0.013267263770103455,0.8,0.0,0.0,-0.11918950080871582,-0.027871152386069298
0.16,-0.03798050433397293,-2.1761226654052734,-0.05075715482234955,0.8,0.0,0.0,0.02090442180633545,-0.2550134062767029
0.18,-0.03910096362233162,-2.2403202056884766,-0.07366103678941727,0.8,0.0,0.0,-0.07615385949611664,-0.05228215828537941
0.2,-0.039508286863565445,-2.263658046722412,-0.002212896943092346,0.8,0.0,0.0,-0.20314930379390717,-0.03267807886004448
0.22,-0.0385751910507679,-2.210195779800415,0.0023538172245025635,0.8,0.0,0.0,-0.0301961712539196,-0.1384587585926056
0.24,-0.03829074278473854,-2.1938979625701904,-0.03432682156562805,0.8,0.0,0.0,0.02643805742263794,-0.26663005352020264
0.26,-0.03650191053748131,-2.0914053916931152,0.09936098009347916,0.8,0.0,0.0,0.03411583602428436,-0.3142574429512024
0.28,-0.03610715642571449,-2.0687878131866455,-0.05537868291139603,0.8,0.0,0.0,-0.00954568013548851,-0.21694108843803406
0.3,-0.03742976114153862,-2.1445672512054443,-0.10803751647472382,0.8,0.0,0.0,-0.3444445729255676,-0.09174078702926636
0.32,-0.038745082914829254,-2.2199296951293945,-0.013754487037658691,0.8,0.0,0.0,-0.6034072637557983,0.2772090435028076
0.34,-0.039098672568798065,-2.2401888370513916,-0.017073363065719604,0.8,0.0,0.0,-0.452332466840744,0.3579524755477905
0.36,-0.039104633033275604,-2.240530490875244,-0.026360273361206055,0.8,0.0,0.0,-0.4554319381713867,0.2613350450992584
0.38,-0.03933600336313248,-2.253787040710449,-0.012345284223556519,0.8,0.0,0.0,-0.3117339313030243,0.22865547239780426
0.4,-0.039459504187107086,-2.2608630657196045,-0.018254317343235016,0.8,0.0,0.0,-0.06435713917016983,-0.0498865470290184
0.42,-0.0385248064994812,-2.207308769226074,0.019980179145932198,0.8,0.0,0.0,0.012825973331928253,-0.13372740149497986
0.44,-0.03838438168168068,-2.199263095855713,-0.03856324404478073,0.8,0.0,0.0,-0.10591596364974976,-0.0994572639465332
0.46,-0.03823208063840866,-2.1905369758605957,-0.02747727930545807,0.8,0.0,0.0,-0.088393434882164,-0.10319097340106964
0.48,-0.03774920105934143,-2.162869930267334,0.02908550202846527,0.8,0.0,0.0,-0.06596598029136658,-0.02578710950911045
0.5,-0.03781357407569885,-2.166558265686035,-0.027644053101539612,0.8,0.0,0.0,0.0032363333739340305,-0.16047769784927368
0.52,-0.037497036159038544,-2.1484220027923584,-0.014419518411159515,0.8,0.0,0.0,-0.07874897122383118,0.07766599953174591
0.54,-0.03790050745010376,-2.171539068222046,-0.0725603699684143,0.8,0.0,0.0,-0.22287803888320923,0.17250242829322815
0.56,-0.03869498148560524,-2.2170591354370117,-0.017979204654693604,0.8,0.0,0.0,-0.1935383528470993,0.2560144066810608
