model_name,shift_set,trial_idx,time_s,pitch_deg,pitch_rate_rad_s,roll_deg,roll_rate_rad_s
NoDR1298,low_friction,0.0,0.0,-4.997815132141113,0.7869243621826172,-4.944398403167725,8.306110382080078
NoDR1298,low_friction,0.0,0.02,-4.811831474304199,1.077845573425293,-4.793989658355713,7.399658203125
NoDR1298,low_friction,0.0,0.04,-4.7875189781188965,-0.4611234664916992,-4.34044075012207,7.915857791900635
NoDR1298,low_friction,0.0,0.06,-4.877425193786621,0.1393280029296875,-5.418941020965576,7.871002197265625
NoDR1298,low_friction,0.0,0.08,-5.107877731323242,-1.1490955352783203,-4.9546332359313965,8.948317527770996
NoDR1298,low_friction,0.0,0.1,-5.303012371063232,-0.6288871765136719,-5.021352291107178,8.088300704956055
NoDR1298,low_friction,0.0,0.12,-5.540184020996094,-0.7459468841552734,-4.484200954437256,9.162485122680664
NoDR1298,low_friction,0.0,0.14,-5.4974188804626465,-0.4769783020019531,-5.1647772789001465,8.11838436126709
NoDR1298,low_friction,0.0,0.16,-5.4728522300720215,0.33504199981689453,-4.8284220695495605,8.09027099609375
NoDR1298,low_friction,0.0,0.18,-5.544270992279053,0.03717613220214844,-4.588098049163818,10.66552734375
NoDR1298,low_friction,0.0,0.2,-5.386693000793457,0.33448314666748047,-6.0972418785095215,7.699305057525635
NoDR1298,low_friction,0.0,0.22,-5.306013107299805,1.396240234375,-3.9893269538879395,8.618616104125977
NoDR1298,low_friction,0.0,0.24,-5.588027000427246,-0.1825885772705078,-4.35727596282959,7.794550895690918
NoDR1298,low_friction,0.0,0.26,-5.103367805480957,0.2851448059082031,-3.404973268508911,8.931779861450195
NoDR1298,low_friction,0.0,0.28,-5.072176456451416,0.4481925964355469,-5.463405609130859,6.835407257080078
NoDR1298,low_friction,0.0,0.3,-5.164606094360352,-0.18448448181152344,-3.863086223602295,9.04414176940918
NoDR1298,low_friction,0.0,0.32,-5.290250301361084,0.3500709533691406,-5.234679698944092,7.722383975982666
NoDR1298,low_friction,0.0,0.34,-5.450262546539307,-0.08405208587646484,-4.553715229034424,10.603991508483887
NoDR1298,low_friction,0.0,0.36,-5.127124786376953,0.5047168731689453,-5.210008144378662,8.042169570922852
NoDR1298,low_friction,0.0,0.38,-5.025814533233643,1.1661062240600586,-4.291040897369385,8.844273567199707
NoDR1298,low_friction,0.0,0.4,-5.202686786651611,0.5405149459838867,-5.36482572555542,8.99574089050293
NoDR1298,low_friction,0.0,0.42,-4.918995380401611,0.6336145401000977,-4.987698554992676,8.480186462402344
NoDR1298,low_friction,0.0,0.44,-5.072344779968262,0.6056671142578125,-5.634170055389404,8.707697868347168
NoDR1298,low_friction,0.0,0.46,-5.09824800491333,0.48671436309814453,-5.05502462387085,8.583748817443848
NoDR1298,low_friction,0.0,0.48,-4.774158954620361,0.2917795181274414,-4.926266193389893,8.671121597290039
NoDR1298,low_friction,0.0,0.5,-5.28463077545166,-0.012425422668457031,-6.4941840171813965,9.186566352844238
NoDR1298,low_friction,0.0,0.52,-5.620021820068359,0.7443523406982422,-5.39586877822876,9.965219497680664
NoDR1298,low_friction,0.0,0.54,-5.3127121925354,-0.4398927688598633,-5.177335262298584,7.953946590423584
NoDR1298,low_friction,0.0,0.56,-5.521437644958496,0.3426065444946289,-4.924688339233398,8.994905471801758
NoDR1298,low_friction,0.0,0.58,-5.16335391998291,0.6611981391906738,-5.293467998504639,8.189203262329102
NoDR1298,low_friction,0.0,0.6,-5.290663242340088,-0.3298330307006836,-4.9752516746521,8.556327819824219
NoDR1298,low_friction,0.0,0.62,-5.303572654724121,0.7685785293579102,-5.203728199005127,6.876537322998047
NoDR1298,low_friction,0.0,0.64,-5.1487274169921875,0.348846435546875,-4.517815113067627,8.157195091247559
